Malpasset Geometry 
Point Number X (m)     Y (m)      Z (m)
   10784   3384.30   4580.77     91.54
   10785   3505.56   4683.44     80.48
   10786   3550.56   4691.93     74.70
   10787   3593.77   4701.77     69.78
   10788   3634.51   4713.01     63.69
   10789   3668.34   4726.65     54.17
   10790   3492.75   4638.13     91.15
   10791   3538.89   4645.90     80.91
   10792   3583.52   4656.27     71.23
   10793   3627.05   4668.53     69.15
   10794   3670.98   4684.27     60.43
   10795   3707.73   4687.84     53.58
   10796   3729.07   4670.53     53.25
   10797   3743.52   4646.67     53.65
   10798   3706.12   4648.08     56.66
   10799   3573.14   4608.41     80.87
   10800   3617.71   4621.10     70.57
   10801   3661.79   4634.78     68.82
   10802   3527.83   4597.24     91.34
   10803   3691.35   4711.01     53.53
   10804   3587.74   4816.03     55.50
   10805   3575.40   4778.81     66.36
   10806   3562.64   4736.20     69.86
   10807   3547.91   4817.86     66.53
   10808   3518.96   4727.98     71.35
   10809   3532.81   4772.05     69.67
   10810   3572.08   4841.48     55.72
   10811   3549.91   4858.48     57.40
   10812   3604.32   4744.67     64.68
   10813   3642.60   4752.16     54.98
   10814   3617.02   4786.08     54.97
   10815   4173.35   3988.76     89.44
   10816   4216.71   4024.63     74.11
   10817   4257.61   4060.13     69.76
   10818   4297.84   4091.15     62.01
   10819   4335.65   4120.80     56.25
   10820   3685.00   4410.55     89.71
   10821   3679.23   4466.90     80.00
   10822   3681.15   4512.83     79.80
   10823   3686.72   4557.04     70.31
   10824   3761.12   4585.47     60.58
   10825   3756.58   4545.50     64.33
   10826   3750.84   4504.56     64.96
   10827   3745.13   4464.33     71.86
   10828   3735.93   4423.50     81.54
   10829   3728.40   4378.26     91.14
   10830   3947.46   4461.79     57.80
   10831   3941.18   4430.87     60.05
   10832   3935.16   4397.39     66.34
   10833   3929.25   4361.44     70.26
   10834   3923.10   4322.77     77.42
   10835   3916.83   4280.88     80.00
   10836   3911.40   4235.80     80.23
   10837   3907.75   4188.30     88.98
   10838   3905.60   4139.52     91.25
   10839   4083.20   4385.69     60.24
   10840   4084.60   4354.77     60.82
   10841   4087.74   4326.19     60.00
   10842   4092.76   4298.28     63.80
   10843   4097.33   4264.29     70.11
   10844   4100.46   4223.97     71.61
   10845   4103.99   4182.13     72.25
   10846   4108.68   4140.44     70.00
   10847   4114.79   4099.18     70.00
   10848   4121.49   4056.38     73.02
   10849   4126.93   4010.45     86.26
   10850   3973.01   4443.48     57.98
   10851   4000.00   4427.43     59.81
   10852   4027.64   4412.50     60.07
   10853   4055.55   4398.60     60.51
   10854   3956.74   4300.16     70.57
   10855   3992.78   4279.03     70.85
   10856   4028.79   4258.23     76.27
   10857   4064.09   4239.45     74.56
   10858   3953.02   4256.95     77.49
   10859   3990.34   4234.70     80.00
   10860   4028.03   4214.50     80.19
   10861   4065.97   4197.17     79.04
   10862   3950.01   4211.14     83.09
   10863   3989.41   4188.37     86.20
   10864   4029.60   4169.07     81.15
   10865   4069.66   4153.90     77.73
   10866   3948.17   4162.69     90.00
   10867   3990.32   4138.12     89.55
   10868   4034.19   4122.39     80.61
   10869   4075.54   4112.17     72.87
   10870   3945.93   4110.72     90.00
   10871   3994.60   4075.45     86.78
   10872   4042.11   4046.84     80.00
   10873   4083.91   4028.37     80.55
   10874   4089.90   3989.19     90.00
   10875   4070.02   3952.82     94.16
   10876   4042.47   3995.93     89.70
   10877   4005.72   4024.22     90.42
   10878   4080.54   4071.43     75.58
   10879   4045.39   4085.66     80.00
   10880   4026.45   4379.12     69.91
   10881   4027.47   4343.69     69.93
   10882   4033.47   4303.15     69.49
   10883   3994.31   4320.96     70.00
   10884   3968.41   4411.89     60.87
   10885   3996.94   4394.64     66.13
   10886   3964.19   4377.52     69.46
   10887   3994.97   4359.39     70.00
   10888   3960.43   4340.37     70.96
   10889   4056.12   4365.91     68.17
   10890   4063.99   4278.56     69.83
   10891   4059.48   4333.61     61.47
   10892   4067.49   4307.96     65.30
   10893   4292.91   4140.56     60.16
   10894   4251.15   4160.36     61.30
   10895   4211.88   4178.24     60.24
   10896   4174.69   4194.54     66.30
   10897   4137.59   4209.46     70.00
   10898   4171.02   4236.92     68.49
   10899   4167.46   4279.28     62.13
   10900   4163.92   4316.81     59.84
   10901   4162.35   4347.79     58.00
   10902   4330.06   4167.51     53.18
   10903   4289.58   4192.22     59.20
   10904   4245.93   4206.13     60.00
   10905   4208.04   4221.72     61.23
   10906   4327.20   4243.12     47.63
   10907   4299.31   4259.39     53.21
   10908   4269.68   4275.18     56.86
   10909   4238.05   4292.54     59.35
   10910   4202.60   4311.32     59.87
   10911   4186.69   4338.03     56.28
   10912   4204.55   4265.18     60.95
   10913   4328.42   4208.37     49.05
   10914   4303.85   4227.61     53.03
   10915   4274.75   4234.97     59.35
   10916   4240.17   4249.29     59.94
   10917   4110.13   4373.28     60.00
   10918   4133.78   4251.34     69.92
   10919   4135.58   4330.29     59.77
   10920   4111.17   4318.56     60.00
   10921   4136.28   4360.53     59.36
   10922   4110.92   4343.94     60.00
   10923   4128.86   4294.12     62.92
   10924   4155.98   4087.25     70.18
   10925   4180.04   4116.71     69.83
   10926   4213.42   4133.65     69.81
   10927   4166.78   4041.61     79.68
   10928   4253.20   4111.34     69.43
   10929   4206.25   4082.19     71.38
   10930   4146.51   4127.41     67.55
   10931   4141.58   4167.84     69.16
   10932   4178.02   4153.07     60.02
   10933   3892.32   4346.85     74.51
   10934   3864.94   4371.20     70.18
   10935   3837.70   4393.53     70.00
   10936   3807.37   4415.43     69.22
   10937   3775.56   4439.35     70.22
   10938   3781.86   4479.67     60.00
   10939   3818.45   4494.74     59.52
   10940   3850.92   4509.80     58.68
   10941   3879.43   4522.17     54.36
   10942   3923.61   4482.25     57.18
   10943   3915.41   4451.82     60.33
   10944   3907.59   4418.86     68.90
   10945   3900.31   4383.76     70.00
   10946   3880.88   4442.52     69.20
   10947   3853.61   4472.05     60.31
   10948   3901.60   4502.94     55.83
   10949   3891.77   4474.65     60.21
   10950   3875.47   4496.32     58.98
   10951   3872.62   4406.80     70.00
   10952   3844.28   4430.95     65.74
   10953   3813.52   4455.36     60.10
   10954   3855.37   4541.65     52.22
   10955   3787.66   4519.66     60.00
   10956   3823.16   4531.88     58.95
   10957   3795.04   4561.60     58.98
   10958   3790.77   4599.50     53.95
   10959   3831.52   4563.80     52.98
   10960   3814.46   4585.43     53.03
   10961   3873.72   4262.67     86.18
   10962   3838.79   4293.30     80.00
   10963   3807.35   4330.71     80.00
   10964   3766.33   4354.79     81.97
   10965   3883.01   4306.92     80.00
   10966   3853.30   4335.03     78.24
   10967   3833.38   4361.21     74.38
   10968   3803.61   4375.58     70.11
   10969   3769.53   4397.82     79.87
   10970   3864.23   4165.75     97.77
   10971   3867.06   4214.88     90.62
   10972   3825.21   4244.23     89.64
   10973   3820.06   4192.56     98.89
   10974   3765.88   4314.80     89.14
   10975   3790.17   4280.23     89.87
   10976   3719.24   4529.98     71.01
   10977   3714.59   4488.22     79.64
   10978   3711.98   4450.70     80.95
   10979   3725.56   4571.74     69.53
   10980   3557.42   4504.54     99.91
   10981   3600.32   4473.22     83.95
   10982   3641.00   4445.26     89.71
   10983   3604.33   4429.52     90.00
   10984   3589.89   4389.16     90.00
   10985   3575.64   4341.44     98.51
   10986   3554.93   4442.41     91.60
   10987   3533.75   4384.16     99.82
   10988   3635.49   4397.55     90.00
   10989   3645.49   4541.01     75.01
   10990   3641.64   4493.83     80.00
   10991   3602.63   4523.75     83.18
   10992   4364.91   3830.87     69.82
   10993   4318.02   3857.31     86.57
   10994   4304.81   4041.91     61.85
   10995   4350.80   4023.43     59.76
   10996   4312.89   3995.07     68.29
   10997   4317.16   3950.21     71.78
   10998   4317.42   3903.92     80.85
   10999   4229.38   3965.58     83.31
   11000   4272.67   3928.97     87.36
   11001   4279.80   3969.87     75.38
   11002   4266.87   4009.53     70.21
   11003   4362.25   3927.95     67.84
   11004   4357.93   3975.48     61.76
   11005   4364.26   3880.18     68.48
   11006   4342.86   4072.16     56.80
   11007   4316.90   3810.24     89.68
   11008   4361.11   3773.36     81.20
   11009   4377.28   3727.70     83.55
   11010   4344.04   3566.06     87.94
   11011   4348.76   3621.35     84.40
   11012   4387.86   3589.00     73.00
   11013   4384.95   3534.05     72.68
   11014   4389.03   3632.74     80.12
   11015   4305.84   3603.55     91.01
   11016   4165.43   4664.25     80.70
   11017   4173.69   4620.38     72.69
   11018   4178.32   4577.26     69.26
   11019   4175.99   4538.08     60.57
   11020   4173.29   4503.79     59.61
   11021   4174.92   4470.66     57.57
   11022   4177.35   4438.40     49.67
   11023   3960.90   4560.36     59.65
   11024   3971.31   4593.65     60.27
   11025   3980.91   4634.60     65.11
   11026   3967.83   4669.38     69.54
   11027   3975.75   4702.59     70.09
   11028   3986.36   4744.83     72.48
   11029   4002.46   4790.03     80.04
   11030   4022.21   4830.41     89.64
   11031   4143.49   4556.66     60.37
   11032   4110.58   4539.25     59.38
   11033   4077.31   4520.96     57.17
   11034   4046.50   4500.05     53.49
   11035   3983.92   4537.88     56.12
   11036   3995.19   4567.92     60.00
   11037   4010.36   4601.45     61.90
   11038   4028.82   4639.62     69.30
   11039   4045.05   4679.24     70.70
   11040   4060.00   4717.74     79.99
   11041   4078.54   4757.18     93.02
   11042   4139.57   4593.45     66.83
   11043   4113.58   4570.83     60.15
   11044   4075.51   4563.00     60.02
   11045   4042.49   4535.33     59.59
   11046   4010.97   4513.79     52.91
   11047   4105.06   4717.79     91.51
   11048   4120.47   4676.76     80.48
   11049   4129.62   4633.77     69.95
   11050   4079.85   4646.03     70.35
   11051   4098.72   4601.77     64.18
   11052   4054.17   4603.54     65.75
   11053   4012.86   4544.86     59.55
   11054   4031.76   4569.35     60.00
   11055   4082.08   4687.51     79.92
   11056   4002.56   4672.86     69.83
   11057   4017.00   4711.71     72.25
   11058   4032.27   4753.00     80.01
   11059   4049.25   4796.51     90.19
   11060   4142.93   4521.11     59.46
   11061   4143.54   4485.96     54.51
   11062   4147.78   4452.04     49.46
   11063   4110.68   4502.94     54.72
   11064   4078.09   4485.16     51.19
   11065   4111.62   4465.20     49.42
   11066   3936.87   4582.09     59.86
   11067   3943.63   4615.48     60.67
   11068   3912.66   4602.20     59.93
   11069   3941.88   4649.77     63.25
   11070   3918.17   4630.57     60.51
   11071   3890.00   4623.92     59.91
   11072   3938.04   4687.10     67.36
   11073   3902.69   4661.49     60.76
   11074   3864.68   4647.86     59.30
   11075   3976.71   4833.48     80.51
   11076   3947.97   4781.98     70.78
   11077   3897.38   4709.73     60.70
   11078   3868.70   4681.48     60.00
   11079   3942.71   4729.65     69.74
   11080   3910.75   4751.65     63.76
   11081   4210.22   4649.92     88.85
   11082   4219.01   4603.66     80.41
   11083   4218.14   4551.34     70.20
   11084   4228.97   4509.69     68.22
   11085   4233.35   4474.12     60.42
   11086   4237.17   4435.27     60.09
   11087   4249.73   4402.40     58.09
   11088   4268.12   4461.30     69.36
   11089   4307.34   4445.17     76.76
   11090   4348.86   4423.82     80.08
   11091   4398.03   4405.56     83.07
   11092   4431.50   4385.13     83.32
   11093   4273.67   4390.11     59.20
   11094   4305.64   4393.85     68.67
   11095   4346.96   4372.23     70.56
   11096   4378.31   4363.34     74.08
   11097   4405.78   4360.52     78.27
   11098   4436.40   4350.26     77.51
   11099   4457.18   4281.62     52.11
   11100   4440.77   4308.29     62.48
   11101   4381.69   4334.90     69.60
   11102   4408.76   4323.91     69.82
   11103   4359.09   4343.47     68.64
   11104   4273.61   4421.35     66.77
   11105   4261.75   4531.07     78.95
   11106   4303.02   4552.23     89.99
   11107   4299.02   4497.21     76.95
   11108   4345.93   4522.57     90.27
   11109   4348.76   4473.47     88.09
   11110   4386.41   4452.62     99.10
   11111   4258.25   4494.68     69.68
   11112   4263.13   4581.29     89.79
   11113   4202.56   4488.62     59.90
   11114   4204.82   4423.84     50.34
   11115   4205.03   4455.15     58.75
   11116   4225.56   4408.74     50.45
   11117   4199.79   4518.30     60.71
   11118    620.23   5251.81     90.13
   11119    925.34   5697.36     90.00
   11120   1269.40   5641.74     89.02
   11121   1256.74   5607.79     98.02
   11122   1992.14   5635.21     92.89
   11123   1970.14   5609.12     83.15
   11124   1301.83   5732.70     81.25
   11125   1309.84   5781.42     91.43
   11126   1436.72   5819.13     90.45
   11127   1537.46   5746.25     85.34
   11128   1544.81   5718.86     79.86
   11129   1761.68   5699.22     87.39
   11130   1771.14   5663.89     79.78
   11131   1735.74   5672.38     79.85
   11132   1626.59   5719.94     85.43
   11133   1680.61   5687.51     79.93
   11134   1672.53   5720.28     88.22
   11135   1706.17   5675.06     78.75
   11136   1715.63   5706.63     87.79
   11137   1651.35   5695.02     79.85
   11138   1577.26   5730.40     81.42
   11139   1941.11   5610.83     83.03
   11140   1912.15   5622.90     82.03
   11141   1869.13   5630.84     80.01
   11142   1832.40   5638.64     79.37
   11143   1805.79   5652.49     78.41
   11144   1898.86   5658.28     90.60
   11145   1848.03   5668.48     87.85
   11146   1803.64   5687.12     88.94
   11147   1946.18   5642.15     89.49
   11148   1420.60   5720.13     80.00
   11149   1401.61   5741.29     81.00
   11150   1378.44   5765.05     89.39
   11151   1351.01   5793.77     96.07
   11152   1516.28   5722.20     79.77
   11153   1451.74   5722.87     80.00
   11154   1434.70   5748.72     82.41
   11155   1414.48   5773.08     86.89
   11156   1395.87   5803.76     97.26
   11157   1484.03   5723.33     79.91
   11158   1501.73   5749.62     82.83
   11159   1468.16   5750.45     83.57
   11160   1451.60   5784.51     89.66
   11161   1485.18   5773.64     89.31
   11162   1424.67   5795.12     90.00
   11163   1394.20   5715.23     79.86
   11164   1367.25   5725.54     80.32
   11165   1340.45   5752.86     88.32
   11166   1334.29   5718.67     80.00
   11167    775.39   5327.51     93.69
   11168    766.34   5379.37     90.00
   11169   1268.70   5770.31     90.00
   11170   1257.41   5726.92     83.28
   11171   1246.01   5684.61     79.72
   11172   1221.45   5647.00     85.25
   11173   1203.66   5596.07    100.00
   11174   1043.29   5539.45     96.46
   11175   1001.46   5569.53     90.13
   11176    960.27   5601.93     90.31
   11177   1182.29   5754.56     89.91
   11178   1175.65   5711.50     83.30
   11179   1171.81   5671.87     80.00
   11180   1163.42   5627.77     87.22
   11181   1149.71   5579.73     94.43
   11182   1124.17   5660.40     80.00
   11183   1090.68   5705.79     84.35
   11184    969.42   5660.16     90.24
   11185    972.72   5708.65     91.32
   11186   1096.30   5560.65     94.59
   11187   1109.74   5611.59     89.24
   11188   1055.53   5592.78     90.09
   11189   1069.30   5648.17     80.96
   11190   1013.10   5627.30     88.35
   11191   1022.59   5691.20     90.00
   11192   1138.02   5736.58     89.65
   11193   1140.07   5697.23     81.39
   11194   1206.11   5687.29     80.09
   11195   1215.61   5721.47     83.79
   11196   1226.21   5763.95     89.89
   11197   1239.43   5802.62     95.06
   11198    868.16   5452.85     90.36
   11199    848.16   5495.23     91.08
   11200    943.99   5540.41     90.00
   11201    952.52   5490.04     99.44
   11202    905.64   5491.95     90.05
   11203    884.26   5534.39     95.22
   11204    911.17   5579.71     99.40
   11205    992.57   5515.32     99.70
   11206    834.93   5416.27     90.00
   11207    810.39   5374.63     90.00
   11208   1254.44   5658.88     81.00
   11209    715.72   5299.58     91.86
   11210    663.68   5273.60     90.46
   11211    724.99   5358.93     90.00
   11212   2193.81   5740.61     83.85
   11213   2038.52   5592.01     84.51
   11214   2031.61   5626.04     91.42
   11215   2108.22   5734.26     90.99
   11216   2147.40   5707.36     86.29
   11217   2189.66   5677.46     81.71
   11218   2063.25   5654.82     98.72
   11219   2102.75   5683.21     90.14
   11220   2102.64   5634.82     88.30
   11221   2136.37   5610.05     80.00
   11222   2157.63   5585.63     79.82
   11223   2185.62   5566.73     80.43
   11224   2068.14   5612.93     89.95
   11225   2070.98   5577.29     81.94
   11226   2101.82   5592.57     81.00
   11227   2130.59   5572.58     77.39
   11228   2153.51   5559.47     78.65
   11229   2182.07   5619.33     80.86
   11230   2143.48   5655.37     80.15
   11231   2146.48   5753.26     92.25
   11232   2004.76   5601.94     85.25
   11233   2217.54   5798.56     90.00
   11234   2245.22   5844.69     90.00
   11235   1976.55   5519.31     78.33
   11236   1984.63   5479.26     87.90
   11237   1995.60   5436.19     95.11
   11238   1366.43   5625.47     92.21
   11239   1394.70   5644.48     90.00
   11240   1672.55   5598.47     89.34
   11241   1643.57   5583.96     91.42
   11242   1621.61   5558.89     99.26
   11243   1705.68   5583.33     90.00
   11244   1668.60   5554.31     92.98
   11245   1742.47   5573.88     87.65
   11246   1772.99   5573.60     79.84
   11247   1803.07   5560.11     81.63
   11248   1846.10   5555.99     78.19
   11249   1884.73   5546.06     78.21
   11250   1916.23   5538.54     77.75
   11251   1945.81   5530.03     77.96
   11252   1716.24   5538.07     90.40
   11253   1766.23   5530.37     89.71
   11254   1863.69   5485.70     91.87
   11255   1861.65   5522.36     86.93
   11256   1893.29   5512.76     86.68
   11257   1922.97   5509.90     85.88
   11258   1949.07   5494.18     87.65
   11259   1953.99   5452.59     96.97
   11260   1910.47   5473.99     91.55
   11261   1820.44   5511.31     90.53
   11262   1642.71   5613.37     89.23
   11263   1612.55   5626.58     90.00
   11264   1612.36   5594.75     93.14
   11265   1562.06   5645.34     87.59
   11266   1541.05   5626.31     90.05
   11267   1530.84   5590.32     98.01
   11268   1507.14   5628.95     91.51
   11269   1468.05   5636.13     90.30
   11270   1428.74   5644.48     90.00
   11271   1530.00   5653.22     89.54
   11272   1479.95   5596.15     99.12
   11273   1436.82   5605.41     96.34
   11274   1404.46   5618.71     94.24
   11275   1575.23   5613.71     90.27
   11276   1589.23   5640.65     89.70
   11277   1578.52   5571.99     98.63
   11278   1309.94   5626.16     91.85
   11279   1292.87   5648.40     86.69
   11280   2010.25   5508.38     77.27
   11281   2022.33   5464.89     86.19
   11282   2034.52   5419.41     92.85
   11283   2043.62   5370.83     92.52
   11284   2060.02   5449.05     81.37
   11285   2084.64   5475.22     78.51
   11286   2103.35   5498.33     74.33
   11287   2153.57   5482.24     75.12
   11288   2121.86   5465.54     78.04
   11289   2096.68   5434.95     79.93
   11290   2073.01   5402.75     86.97
   11291   2129.14   5495.79     73.79
   11292   2132.24   5422.06     81.63
   11293   2153.39   5450.23     79.41
   11294   2108.29   5395.08     86.83
   11295   2076.98   5506.38     74.34
   11296   2048.96   5497.06     77.74
   11297    786.61   5761.49    100.00
   11298    823.28   5731.73     94.21
   11299    874.26   5714.89     90.00
   11300   4548.41   3414.44     90.00
   11301   4468.00   3464.00     72.82
   11302   4335.01   3412.05     99.11
   11303   4234.73   3397.07    100.00
   11304   4270.64   3309.35     96.24
   11305   4186.53   3082.60     99.47
   11306   4064.29   3051.61    100.00
   11307   4137.40   2992.95     94.70
   11308   4078.25   2915.08    100.00
   11309   4065.04   2807.09     98.64
   11310   3921.82   2806.90     97.65
   11311   3830.66   2684.66    100.00
   11312   3745.41   2633.77    100.00
   11313   3834.07   2582.41    100.00
   11314   3898.70   2642.83     99.99
   11315   3894.02   2729.71     90.84
   11316   3953.92   2761.83     90.00
   11317   4124.96   2725.36     90.00
   11318   4161.49   2865.08     90.00
   11319   4255.09   3011.24     90.00
   11320   4346.71   3133.68     90.00
   11321   4499.07   3045.71     90.00
   11322   4605.83   2817.31     89.99
   11323   4648.26   2872.74     90.00
   11324   4711.46   2851.91     90.01
   11325   4722.67   2910.50     90.01
   11326   4656.44   2934.52     90.00
   11327   4701.39   2985.08     90.01
   11328   4678.17   3016.09     90.01
   11329   4612.40   3132.35     90.01
   11330   4642.40   3200.73     90.03
   11331   4553.43   3204.85     90.00
   11332   4442.29   3276.34     90.00
   11333   4516.82   3341.82     90.00
   11334   4508.21   3439.22     87.04
   11335   4284.87   3404.56     97.67
   11336   4252.69   3353.21     96.45
   11337   4203.35   3127.95     97.47
   11338   4220.17   3173.30     96.51
   11339   4237.00   3218.65     96.58
   11340   4253.82   3264.00     96.83
   11341   4105.04   3061.94     99.14
   11342   4145.78   3072.27     97.55
   11343   4100.85   3022.28    100.00
   11344   4107.83   2954.02     98.99
   11345   4071.64   2861.08    100.00
   11346   3969.56   2806.97     90.19
   11347   4017.30   2807.03     90.00
   11348   3861.05   2725.41     98.68
   11349   3891.44   2766.16     90.00
   11350   3788.03   2659.22    100.00
   11351   3789.74   2608.09    100.00
   11352   3866.39   2612.62    100.00
   11353   3896.36   2686.27     99.99
   11354   4067.94   2737.52     90.00
   11355   4010.93   2749.67     90.00
   11356   4149.31   2818.51     90.00
   11357   4137.13   2771.93     90.00
   11358   4223.89   2962.52     90.00
   11359   4192.69   2913.80     90.00
   11360   4316.17   3092.86     90.00
   11361   4285.63   3052.05     90.00
   11362   4460.98   3067.70     90.00
   11363   4422.89   3089.69     90.00
   11364   4384.80   3111.68     90.00
   11365   4584.48   2862.99     90.00
   11366   4563.12   2908.67     90.00
   11367   4541.77   2954.35     90.00
   11368   4520.42   3000.03     90.00
   11369   4634.32   3093.60     90.01
   11370   4656.24   3054.84     90.01
   11371   4597.91   3202.79     90.01
   11372   4479.34   3252.51     90.00
   11373   4516.38   3228.68     90.00
   11374   4479.56   3309.08     90.00
   11375   4532.62   3378.13     90.00
   11376   4596.24   2950.19     81.26
   11377   4427.91   3133.19     80.02
   11378   4428.91   3178.10     70.00
   11379   4431.56   3227.58     90.00
   11380   4164.50   2957.12     84.14
   11381   4393.16   3150.54     80.07
   11382   4277.06   3098.78     88.96
   11383   4237.21   3079.41     74.28
   11384   4250.27   3132.56     79.98
   11385   4267.81   3178.93     73.02
   11386   4285.26   3226.84     78.95
   11387   4299.24   3275.34     82.18
   11388   4304.98   3321.57     86.77
   11389   4315.67   3366.09     87.49
   11390   4335.56   3238.87     70.00
   11391   4388.10   3258.39     89.91
   11392   4370.01   3371.10     80.08
   11393   4426.68   3375.23     70.00
   11394   4482.60   3382.22     79.87
   11395   4396.59   3320.09     72.14
   11396   4346.48   3334.05     76.63
   11397   4345.16   3291.38     70.58
   11398   4457.42   3334.13     88.50
   11399   4399.62   3419.10     87.40
   11400   4453.85   3424.76     70.00
   11401   4296.03   3137.01     89.68
   11402   4377.45   3196.05     71.20
   11403   4318.14   3185.23     79.60
   11404   4202.56   3050.66     74.24
   11405   4188.20   3007.79     72.86
   11406   4105.72   2817.85     90.00
   11407   4093.96   2783.60     90.00
   11408   4137.00   2911.66     90.00
   11409   4117.23   2864.88     90.00
   11410   4572.07   3097.40     89.21
   11411   4546.86   3046.70     85.71
   11412   4470.13   3157.15     72.19
   11413   4513.30   3180.48     89.61
   11414   4467.54   3111.97     87.13
   11415   4513.49   3089.02     83.55
   11416   4509.87   3135.06     80.00
   11417   4556.71   3153.08     90.00
   11418   4538.03   3118.64     80.00
   11419   4473.27   3204.08     90.00
   11420   4632.92   2998.16     90.00
   11421   4573.48   2999.64     81.49
   11422   4602.65   3048.39     89.14
   11423   4667.23   2983.46     90.00
   11424   4609.71   2905.82     90.00
   11425   4684.71   2892.42     90.00
   11426   3828.76   2635.25    100.00
   11427   3863.65   2664.51    100.00
   11428   4436.79   3954.33     49.59
   11429   4464.88   3513.03     71.35
   11430   4461.76   3562.07     67.30
   11431   4458.64   3611.10     57.78
   11432   4455.52   3660.13     57.28
   11433   4452.39   3709.17     71.82
   11434   4449.27   3758.20     74.69
   11435   4446.15   3807.23     68.24
   11436   4443.03   3856.27     53.57
   11437   4439.91   3905.30     52.84
   11438   4427.38   4002.24     48.61
   11439   4417.97   4050.15     48.02
   11440   4408.57   4098.06     47.63
   11441   4399.54   4144.06     47.41
   11442   4391.65   4184.23     46.68
   11443   4385.08   4217.68     46.57
   11444   4500.54   4450.11     99.99
   11445   4507.00   4116.00     68.55
   11446   4514.26   4433.99     99.99
   11447   4527.78   4418.10     99.98
   11448   4539.06   4404.84     99.99
   11449   4482.34   4440.50    100.00
   11450   4503.56   4136.53     67.67
   11451   4500.12   4157.06     65.01
   11452   4496.66   4177.69     62.69
   11453   4492.78   4200.89     60.15
   11454   4611.87   4131.41     90.04
   11455   4599.30   4129.56     90.00
   11456   4583.76   4127.28     90.00
   11457   4565.36   4124.58     87.46
   11458   4545.91   4121.72     80.75
   11459   4526.45   4118.86     76.28
   11460   4501.31   4292.18     49.42
   11461   4523.29   4285.62     46.95
   11462   4542.68   4279.25     45.58
   11463   4559.36   4275.09     45.41
   11464   4572.37   4272.05     45.33
   11465   4509.58   4217.87     60.71
   11466   4525.21   4227.66     61.37
   11467   4535.47   4242.67     59.26
   11468   4550.75   4258.70     46.81
   11469   4565.45   4263.22     45.40
   11470   4554.97   4237.40     61.41
   11471   4571.16   4232.91     63.56
   11472   4584.07   4229.85     64.20
   11473   4527.87   4209.26     66.09
   11474   4546.45   4203.24     70.16
   11475   4564.79   4197.13     74.69
   11476   4581.28   4192.75     77.28
   11477   4595.25   4189.16     79.70
   11478   4512.45   4194.77     66.08
   11479   4516.27   4173.87     69.07
   11480   4531.55   4189.06     70.12
   11481   4535.61   4169.79     75.70
   11482   4554.27   4163.84     80.35
   11483   4572.98   4156.41     88.24
   11484   4591.45   4149.64     90.00
   11485   4607.17   4144.96     90.00
   11486   4521.23   4154.84     72.64
   11487   4578.05   4138.31     89.98
   11488   4539.73   4153.77     79.78
   11489   4555.48   4142.38     83.58
   11490   4532.06   4138.02     78.72
   11491   4586.75   4180.53     82.00
   11492   4587.45   4166.99     86.89
   11493   4571.17   4177.29     80.15
   11494   4550.64   4183.39     78.06
   11495   4603.73   4161.63     89.93
   11496   4598.62   4176.45     82.54
   11497   4576.38   4221.37     67.80
   11498   4577.35   4208.46     71.71
   11499   4541.97   4222.98     65.58
   11500   4561.87   4217.64     69.03
   11501   4592.36   4203.93     73.30
   11502   4587.43   4217.97     67.89
   11503   4576.18   4260.77     46.98
   11504   4580.43   4251.81     58.77
   11505   4581.10   4241.70     60.78
   11506   4568.58   4249.50     55.70
   11507   4528.77   4263.75     45.56
   11508   4511.15   4245.51     52.79
   11509   4509.25   4270.76     45.68
   11510   4550.72   4345.66     70.45
   11511   4541.29   4334.95     62.71
   11512   4536.42   4318.67     58.70
   11513   4519.69   4308.49     55.61
   11514   4545.54   4366.62     85.92
   11515   4536.79   4353.37     76.93
   11516   4521.21   4334.67     61.77
   11517   4497.90   4320.48     59.34
   11518   4516.61   4360.64     79.89
   11519   4493.79   4374.24     78.99
   11520   4484.16   4408.24     89.25
   11521   4540.16   4388.53     99.66
   11522   4527.28   4394.51     99.80
   11523   4508.61   4400.19     96.44
   11524   4502.95   4425.19    100.00
   11525   4544.39   4377.67     96.54
   11526   4532.36   4374.60     89.92
   11527   4515.73   4380.84     84.09
   11528   4499.78   4346.10     66.79
   11529   4549.80   4356.47     79.82
   11530   4569.01   4284.22     45.45
   11531   4568.20   4295.19     47.69
   11532   4563.91   4307.73     53.52
   11533   4558.45   4321.60     60.43
   11534   4554.44   4333.47     66.63
   11535   4538.02   4299.30     50.43
   11536   4550.14   4310.71     55.11
   11537   4555.90   4293.07     47.56
   11538   4548.15   4323.88     61.39
   11539   4548.55   3566.69     90.00
   11540   4599.71   3625.60     90.01
   11541   4504.00   3702.45     89.31
   11542   4514.77   3752.43     90.00
   11543   4631.94   3768.06     90.27
   11544   4625.00   4062.00     90.21
   11545   4548.50   3515.94     90.00
   11546   4548.46   3465.19     90.00
   11547   4574.13   3596.15     90.00
   11548   4551.85   3664.03     90.00
   11549   4573.35   3760.25     90.00
   11550   4625.49   4041.18     90.23
   11551   4626.00   4019.57     90.19
   11552   4626.55   3996.32     90.14
   11553   4627.16   3970.44     90.13
   11554   4627.86   3940.76     90.14
   11555   4628.68   3906.00     90.09
   11556   4629.64   3865.22     90.16
   11557   4630.74   3818.55     90.11
   11558   4623.18   4122.22     90.12
   11559   4623.54   4110.44     90.13
   11560   4623.95   4096.70     90.15
